cid,complexity,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,Melting Point 1
131751395,814,"InChI=1S/C30H50O2/c1-18-11-14-28(6)24(32)17-30(8)21-9-10-22-26(3,4)23(31)13-15-27(22,5)20(21)12-16-29(30,7)25(28)19(18)2/h9,18-20,22-25,31-32H,10-17H2,1-8H3",CC1CCC2(C(CC3(C4=CCC5C(C(CCC5(C4CCC3(C2C1C)C)C)O)(C)C)C)O)C,CC1CCC2(C(CC3(C4=CCC5C(C(CCC5(C4CCC3(C2C1C)C)C)O)(C)C)C)O)C,RSBGODIKJNCIHA-UHFFFAOYSA-N,"4,4,6a,6b,8a,11,12,14b-octamethyl-2,3,4a,5,7,8,9,10,11,12,12a,13,14,14a-tetradecahydro-1H-picene-3,8-diol",282 - 285 °C
85046471,813,"InChI=1S/C28H38O7/c1-14(2)11-19(21-25(34)16(12-29)24(33)17(13-30)26(21)35)28(6)10-9-20(32)23(28)22-18(27(22,4)5)8-7-15(3)31/h12-14,18-19,22-23,33-35H,7-11H2,1-6H3",CC(C)CC(C1=C(C(=C(C(=C1O)C=O)O)C=O)O)C2(CCC(=O)C2C3C(C3(C)C)CCC(=O)C)C,CC(C)CC(C1=C(C(=C(C(=C1O)C=O)O)C=O)O)C2(CCC(=O)C2C3C(C3(C)C)CCC(=O)C)C,KGPNGYABEKLGJP-UHFFFAOYSA-N,"5-[1-[2-[2,2-dimethyl-3-(3-oxobutyl)cyclopropyl]-1-methyl-3-oxocyclopentyl]-3-methylbutyl]-2,4,6-trihydroxybenzene-1,3-dicarbaldehyde",145 - 147 °C
131751398,813,"InChI=1S/C30H50O3/c1-20(19-31)9-8-15-30(7,33)22-12-17-28(5)21(22)10-11-24-27(4)16-14-25(32)26(2,3)23(27)13-18-29(24,28)6/h9,21-24,31,33H,8,10-19H2,1-7H3/b20-9-",C/C(=C/CCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(=O)C4(C)C)C)C)C)O)/CO,CC(=CCCC(C)(C1CCC2(C1CCC3C2(CCC4C3(CCC(=O)C4(C)C)C)C)C)O)CO,YYUILYGGEOINGF-UKWGHVSLSA-N,"17-[(Z)-2,7-dihydroxy-6-methylhept-5-en-2-yl]-4,4,8,10,14-pentamethyl-1,2,5,6,7,9,11,12,13,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",116 - 118 °C
4225619,812,"InChI=1S/C37H64O2/c1-7-8-9-10-11-12-13-17-35(38)39-30-22-24-36(5)29(26-30)18-19-31-33-21-20-32(28(4)16-14-15-27(2)3)37(33,6)25-23-34(31)36/h18,27-28,30-34H,7-17,19-26H2,1-6H3",CCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C,CCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C,LJGMGXXCKVFFIS-UHFFFAOYSA-N,"[10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] decanoate",79 - 81 °C
5321206,812,"InChI=1S/C30H48O2/c1-19(2)21-11-15-28(6)23(21)13-18-30(8)25(28)10-9-24-27(5,16-14-26(31)32)22(20(3)4)12-17-29(24,30)7/h21-25H,1,3,9-18H2,2,4-8H3,(H,31,32)",CC(=C)C1CCC2(C1CCC3(C2CCC4C3(CCC(C4(C)CCC(=O)O)C(=C)C)C)C)C,CC(=C)C1CCC2(C1CCC3(C2CCC4C3(CCC(C4(C)CCC(=O)O)C(=C)C)C)C)C,STWHPCOPDBFRNW-UHFFFAOYSA-N,"3-[4,9,10,14-tetramethyl-3,17-bis(prop-1-en-2-yl)-2,3,5,6,7,8,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-4-yl]propanoic acid",178 - 180 °C
13939863,812,"InChI=1S/C27H42O5/c1-14-13-31-27(12-21(14)29)15(2)24-22(32-27)11-20-18-6-5-16-9-17(28)10-23(30)26(16,4)19(18)7-8-25(20,24)3/h5,14-15,17-24,28-30H,6-13H2,1-4H3",CC1COC2(CC1O)C(C3C(O2)CC4C3(CCC5C4CC=C6C5(C(CC(C6)O)O)C)C)C,CC1COC2(CC1O)C(C3C(O2)CC4C3(CCC5C4CC=C6C5(C(CC(C6)O)O)C)C)C,MHNJMWLWHYJLNF-UHFFFAOYSA-N,"5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-4',14,16-triol",267 - 269 °C
14539254,812,"InChI=1S/C27H42O5/c1-16-23-22(32-27(16)11-10-26(30,14-28)15-31-27)13-21-19-5-4-17-12-18(29)6-8-24(17,2)20(19)7-9-25(21,23)3/h4,16,18-23,28-30H,5-15H2,1-3H3",CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)O)C)C)OC16CCC(CO6)(CO)O,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)O)C)C)OC16CCC(CO6)(CO)O,LAJZFNUUUUJYJR-UHFFFAOYSA-N,"3'-(hydroxymethyl)-7,9,13-trimethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,6'-oxane]-3',16-diol",225 - 227 °C
14866489,812,"InChI=1S/C49H92O6/c1-4-7-10-13-16-19-22-23-24-25-28-31-34-37-40-43-49(52)55-46(44-53-47(50)41-38-35-32-29-26-20-17-14-11-8-5-2)45-54-48(51)42-39-36-33-30-27-21-18-15-12-9-6-3/h23-24,46H,4-22,25-45H2,1-3H3/b24-23+",CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C/CCCCCCCC,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,KMMOOAFQVREVIF-WCWDXBQESA-N,"1,3-di(tetradecanoyloxy)propan-2-yl (E)-octadec-9-enoate",28.5 °C
85102744,812,"InChI=1S/C23H32O6/c1-11-8-15(26-5)21(28-7)23(4)13(11)9-16-22(3)14(10-17(24)29-16)12(2)19(27-6)18(25)20(22)23/h8,11,13-14,16,20-21H,9-10H2,1-7H3",CC1C=C(C(C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC)OC,CC1C=C(C(C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC)OC,YHEQIRIWAKHQFI-UHFFFAOYSA-N,"3,4,15-trimethoxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.02,7.013,17]heptadeca-4,14-diene-11,16-dione",168 - 172 °C
85116077,812,"InChI=1S/C23H27ClO7/c1-10-16(13(26)6-14(27)18(10)24)20(29)31-15-8-22(4)17-11(7-21(2,3)19(17)28)5-12(9-25)23(15,22)30/h5-6,9,11,15,17,19,26-28,30H,7-8H2,1-4H3",CC1=C(C(=CC(=C1Cl)O)O)C(=O)OC2CC3(C2(C(=CC4C3C(C(C4)(C)C)O)C=O)O)C,CC1=C(C(=CC(=C1Cl)O)O)C(=O)OC2CC3(C2(C(=CC4C3C(C(C4)(C)C)O)C=O)O)C,QXPGYRDUXBYJHG-UHFFFAOYSA-N,"(3-formyl-2a,7-dihydroxy-6,6,7b-trimethyl-1,2,4a,5,7,7a-hexahydrocyclobuta[e]inden-2-yl) 3-chloro-4,6-dihydroxy-2-methylbenzoate",123 - 125 °C
85234534,812,"InChI=1S/C23H32O6/c1-11-8-15(26-5)21(25)23(4)13(11)9-16-22(3)14(10-17(27-6)29-16)12(2)19(28-7)18(24)20(22)23/h8,11,13-14,16-17,20H,9-10H2,1-7H3",CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(O3)OC)C)OC)C)C)OC,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(O3)OC)C)OC)C)C)OC,MSXBIQMJEOYRDV-UHFFFAOYSA-N,"4,11,15-trimethoxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.02,7.013,17]heptadeca-4,14-diene-3,16-dione",173 - 176 °C
4979342,810,"InChI=1S/C30H50O2/c1-25(2)16-17-30(19-31)15-10-22-28(6)12-8-20-26(3,4)24(32)11-14-27(20,5)21(28)9-13-29(22,7)23(30)18-25/h10,20-21,23-24,31-32H,8-9,11-19H2,1-7H3",CC1(CCC2(CC=C3C4(CCC5C(C(CCC5(C4CCC3(C2C1)C)C)O)(C)C)C)CO)C,CC1(CCC2(CC=C3C4(CCC5C(C(CCC5(C4CCC3(C2C1)C)C)O)(C)C)C)CO)C,RJAKLUPHSBOQNU-UHFFFAOYSA-N,"8a-(hydroxymethyl)-4,4,6a,6a,11,11,14b-heptamethyl-1,2,3,4a,5,6,8,9,10,12,12a,13,14,14a-tetradecahydropicen-3-ol",271 - 273 °C
14166113,810,"InChI=1S/C24H32O8/c1-12-6-14(31-5)7-15(26)17(12)20(28)32-16-9-22(4)18-19(27)21(2,3)11-23(18,29)8-13(10-25)24(16,22)30/h6-8,16,18-19,25-27,29-30H,9-11H2,1-5H3",CC1=CC(=CC(=C1C(=O)OC2CC3(C2(C(=CC4(C3C(C(C4)(C)C)O)O)CO)O)C)O)OC,CC1=CC(=CC(=C1C(=O)OC2CC3(C2(C(=CC4(C3C(C(C4)(C)C)O)O)CO)O)C)O)OC,XXMVVKDVYBWXPQ-UHFFFAOYSA-N,"[2a,4a,7-trihydroxy-3-(hydroxymethyl)-6,6,7b-trimethyl-2,5,7,7a-tetrahydro-1H-cyclobuta[e]inden-2-yl] 2-hydroxy-4-methoxy-6-methylbenzoate",78 - 80 °C
14466082,810,"InChI=1S/C25H31ClO6/c1-13-20(17(28)8-18(30-5)21(13)26)22(29)32-19-11-24(4)16-10-23(2,3)9-14(16)7-15(12-27)25(19,24)31-6/h7-8,12,14,16,19,28H,9-11H2,1-6H3",CC1=C(C(=CC(=C1Cl)OC)O)C(=O)OC2CC3(C2(C(=CC4C3CC(C4)(C)C)C=O)OC)C,CC1=C(C(=CC(=C1Cl)OC)O)C(=O)OC2CC3(C2(C(=CC4C3CC(C4)(C)C)C=O)OC)C,OFHJKWNSOIQOPB-UHFFFAOYSA-N,"(3-formyl-2a-methoxy-6,6,7b-trimethyl-1,2,4a,5,7,7a-hexahydrocyclobuta[e]inden-2-yl) 3-chloro-6-hydroxy-4-methoxy-2-methylbenzoate",132 - 136 °C
4005,809,"InChI=1S/C23H39N5O5S2/c1-7-13(6)18-23(33)26-15-9-34-35-10-16(25-20(15)30)21(31)27-17(12(4)5)22(32)24-14(8-11(2)3)19(29)28-18/h11-18H,7-10H2,1-6H3,(H,24,32)(H,25,30)(H,26,33)(H,27,31)(H,28,29)",CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)C(C)C)NC2=O,CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)C(C)C)NC2=O,RNCGDQLZIATDOU-UHFFFAOYSA-N,"4-butan-2-yl-7-(2-methylpropyl)-10-propan-2-yl-15,16-dithia-2,5,8,11,19-pentazabicyclo[11.4.2]nonadecane-3,6,9,12,18-pentone",0 °C
33258,809,"InChI=1S/C18H16N2O8S2.2Na/c1-10-7-14(16(28-2)9-17(10)30(25,26)27)19-20-18-13-5-4-12(29(22,23)24)8-11(13)3-6-15(18)21;;/h3-9,21H,1-2H3,(H,22,23,24)(H,25,26,27);;/q;2*+1/p-2",CC1=CC(=C(C=C1S(=O)(=O)[O-])OC)N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O.[Na+].[Na+],CC1=CC(=C(C=C1S(=O)(=O)[O-])OC)N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O.[Na+].[Na+],CEZCCHQBSQPRMU-UHFFFAOYSA-L,disodium;6-hydroxy-5-[(2-methoxy-5-methyl-4-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate,">300 °C[US EPA; High Production Volume (HPV) Challenge Program. The HPV voluntary challenge chemical list. Robust summaries and test plans. 2-Naphthalenesulfonic acid, 6-hydroxy-5-"
5311051,808,"InChI=1S/C22H28ClFO4/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,24)17(26)10-20(16,3)22(12,28)18(27)11-23/h6-7,9,12,15-17,26,28H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,17-,19-,20-,21-,22-/m0/s1",C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)F)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C,FCSHDIVRCWTZOX-DVTGEIKXSA-N,"(8S,9R,10S,11S,13S,14S,16S,17R)-17-(2-chloroacetyl)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",195.5 - 197 °C
5317276,808,"InChI=1S/C28H38O5/c1-14(2)11-19-20-23(32)16(12-29)22(31)17(13-30)24(20)33-28-10-9-27(19,6)25(28)21-18(26(21,4)5)8-7-15(28)3/h12-15,18-19,21,25,31-32H,7-11H2,1-6H3",CC1CCC2C(C2(C)C)C3C14CCC3(C(C5=C(C(=C(C(=C5O4)C=O)O)C=O)O)CC(C)C)C,CC1CCC2C(C2(C)C)C3C14CCC3(C(C5=C(C(=C(C(=C5O4)C=O)O)C=O)O)CC(C)C)C,BIAFCXUFUQOOMP-UHFFFAOYSA-N,"5,7-dihydroxy-10,13,13,17-tetramethyl-9-(2-methylpropyl)-2-oxapentacyclo[8.7.2.01,11.03,8.012,14]nonadeca-3,5,7-triene-4,6-dicarbaldehyde",184 - 185 °C
15559736,808,"InChI=1S/C21H20O14/c22-4-10-14(29)16(31)17(32)21(33-10)35-20-15(30)11-6(23)3-9(26)13(28)19(11)34-18(20)5-1-7(24)12(27)8(25)2-5/h1-3,10,14,16-17,21-29,31-32H,4H2",C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)OC4C(C(C(C(O4)CO)O)O)O,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)OC4C(C(C(C(O4)CO)O)O)O,FYQLKIUMCHVQQI-UHFFFAOYSA-N,"5,7,8-trihydroxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",238 - 240 °C
16072922,808,"InChI=1S/C22H14O6/c1-9-5-11-15(25)8-12(22(28)19(11)16(26)6-9)18-10(2)7-17(27)20-13(23)3-4-14(24)21(18)20/h3-8,26-27H,1-2H3",CC1=CC2=C(C(=C1)O)C(=O)C(=CC2=O)C3=C4C(=O)C=CC(=O)C4=C(C=C3C)O,CC1=CC2=C(C(=C1)O)C(=O)C(=CC2=O)C3=C4C(=O)C=CC(=O)C4=C(C=C3C)O,LZAXNDGRDVWTFX-UHFFFAOYSA-N,"8-hydroxy-5-(8-hydroxy-6-methyl-1,4-dioxonaphthalen-2-yl)-6-methylnaphthalene-1,4-dione",218 °C
74095080,808,"InChI=1S/C25H32O6/c1-13-15-12-30-21(27)18(15)20(29-6)14-11-16-23(4)8-7-17(26)22(2,3)25(23,28)10-9-24(16,5)31-19(13)14/h16,28H,7-12H2,1-6H3",CC1=C2COC(=O)C2=C(C3=C1OC4(CCC5(C(C(=O)CCC5(C4C3)C)(C)C)O)C)OC,CC1=C2COC(=O)C2=C(C3=C1OC4(CCC5(C(C(=O)CCC5(C4C3)C)(C)C)O)C)OC,XTSSAALSNSPVIH-UHFFFAOYSA-N,"19-hydroxy-10-methoxy-1,4,14,18,18-pentamethyl-2,7-dioxapentacyclo[11.8.0.03,11.05,9.014,19]henicosa-3(11),4,9-triene-8,17-dione",207 - 208 °C
131750827,808,"InChI=1S/C26H32O14/c27-9-17-20(33)22(35)24(40-25-23(36)21(34)18(10-28)38-25)26(39-17)37-16-8-13(30)7-15(32)19(16)14(31)6-3-11-1-4-12(29)5-2-11/h1-2,4-5,7-8,17-18,20-30,32-36H,3,6,9-10H2/t17-,18-,20+,21+,22+,23-,24-,25+,26-/m1/s1",C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@H]([C@H](O4)CO)O)O)O)O)O,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(O4)CO)O)O)O)O)O,ZPVXZDCYCDBKAJ-UZIOSSNQSA-N,"1-[2-[(2S,3R,4S,5R,6R)-3-[(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,6-dihydroxyphenyl]-3-(4-hydroxyphenyl)propan-1-one",263.5 °C
156908036,808,"InChI=1S/C19H22O7/c1-7-5-17-6-18(7,24)4-3-8(17)19-11(9(17)14(21)22)16(2,15(23)26-19)13-10(25-13)12(19)20/h8-13,20,24H,1,3-6H2,2H3,(H,21,22)/t8-,9-,10+,11-,12-,13+,16+,17+,18+,19-/m1/s1",C[C@]12[C@H]3[C@@H]([C@@]45CC(=C)[C@@](C4)(CC[C@H]5[C@@]3([C@@H]([C@H]6[C@@H]1O6)O)OC2=O)O)C(=O)O,CC12C3C(C45CC(=C)C(C4)(CCC5C3(C(C6C1O6)O)OC2=O)O)C(=O)O,GHWOQFZWXKNOMS-NRZJQWMRSA-N,"(1R,2R,5S,8S,9S,10R,11S,12R,14S,15R)-5,15-dihydroxy-11-methyl-6-methylidene-17-oxo-13,16-dioxahexacyclo[9.4.2.15,8.01,10.02,8.012,14]octadecane-9-carboxylic acid",145 - 146 °C
31307,807,"InChI=1S/C21H27FO6/c1-18-6-5-12(24)7-11(18)3-4-13-14-8-15(25)21(28,17(27)10-23)19(14,2)9-16(26)20(13,18)22/h5-7,13-16,23,25-26,28H,3-4,8-10H2,1-2H3/t13-,14-,15+,16-,18-,19-,20-,21-/m0/s1",C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,GFNANZIMVAIWHM-OBYCQNJPSA-N,"(8S,9R,10S,11S,13S,14S,16R,17S)-9-fluoro-11,16,17-trihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",270
604937,807,"InChI=1S/C30H48O/c1-19(2)20-11-15-27(5)21(20)12-17-29(7)23(27)9-10-24-28(6)16-14-25(31)26(3,4)22(28)13-18-30(24,29)8/h20-24H,1,9-18H2,2-8H3",CC(=C)C1CCC2(C1CCC3(C2CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C)C,CC(=C)C1CCC2(C1CCC3(C2CCC4C3(CCC5C4(CCC(=O)C5(C)C)C)C)C)C,VEVKLOLYYQLRRV-UHFFFAOYSA-N,"5a,5b,8,8,11a,13b-hexamethyl-3-prop-1-en-2-yl-2,3,3a,4,5,6,7,7a,10,11,11b,12,13,13a-tetradecahydro-1H-cyclopenta[a]chrysen-9-one",202 - 204 °C
13889197,807,"InChI=1S/C27H40O4/c1-15-5-10-27(30-14-15)16(2)24-23(31-27)13-20-18-12-22(29)21-11-17(28)6-8-25(21,3)19(18)7-9-26(20,24)4/h15-16,18-21,23-24H,5-14H2,1-4H3",CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC(=O)C6C5(CCC(=O)C6)C)C)C)OC1,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC(=O)C6C5(CCC(=O)C6)C)C)C)OC1,CGXQJOWMWZPOPV-UHFFFAOYSA-N,"5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16,19-dione",243.5 - 244.5 °C
14485465,807,"InChI=1S/C30H48O/c1-19-11-14-27(5)17-18-29(7)21(25(27)20(19)2)9-10-23-28(6)15-13-24(31)26(3,4)22(28)12-16-30(23,29)8/h20-23,25H,1,9-18H2,2-8H3",CC1C2C3CCC4C5(CCC(=O)C(C5CCC4(C3(CCC2(CCC1=C)C)C)C)(C)C)C,CC1C2C3CCC4C5(CCC(=O)C(C5CCC4(C3(CCC2(CCC1=C)C)C)C)(C)C)C,ZYOCVAPRXVCQQR-UHFFFAOYSA-N,"4,4,6a,6b,8a,12,14b-heptamethyl-11-methylidene-2,4a,5,6,6a,7,8,9,10,12,12a,13,14,14a-tetradecahydro-1H-picen-3-one",182 - 183 °C
44258302,807,"InChI=1S/C26H26O6/c1-13(2)6-8-16-18(27)12-21-22(24(16)28)25(29)23-20(10-14(3)4)31-19-11-15(30-5)7-9-17(19)26(23)32-21/h6-13,20,27-28H,1-5H3/b8-6+",CC(C)/C=C/C1=C(C2=C(C=C1O)OC3=C(C2=O)C(OC4=C3C=CC(=C4)OC)C=C(C)C)O,CC(C)C=CC1=C(C2=C(C=C1O)OC3=C(C2=O)C(OC4=C3C=CC(=C4)OC)C=C(C)C)O,FUOITKFXHPXSCA-SOFGYWHQSA-N,"8,10-dihydroxy-3-methoxy-9-[(E)-3-methylbut-1-enyl]-6-(2-methylprop-1-enyl)-6H-chromeno[4,3-b]chromen-7-one",262 - 264 °C
441335,806,"InChI=1S/C22H28Cl2O4/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,24)17(26)10-20(16,3)22(12,28)18(27)11-23/h6-7,9,12,15-17,26,28H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,17+,19+,20+,21+,22+/m1/s1",C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)O)C)O)Cl)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C,QLIIKPVHVRXHRI-CXSFZGCWSA-N,"(8S,9R,10S,11S,13S,14S,16R,17R)-9-chloro-17-(2-chloroacetyl)-11,17-dihydroxy-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",218-220 °C
14539252,806,"InChI=1S/C27H42O5/c1-16-23-22(31-27(16)11-10-26(14-28,15-29)32-27)13-21-19-5-4-17-12-18(30)6-8-24(17,2)20(19)7-9-25(21,23)3/h4,16,18-23,28-30H,5-15H2,1-3H3",CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)O)C)C)OC16CCC(O6)(CO)CO,CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)O)C)C)OC16CCC(O6)(CO)CO,ALWIMEGFKSOEQI-UHFFFAOYSA-N,"5',5'-bis(hydroxymethyl)-7,9,13-trimethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxolane]-16-ol",246 - 248 °C
14607932,806,"InChI=1S/C29H48O5/c1-7-17(15(2)3)27(34)26(33)16(4)19-8-9-20-18-12-23(30)22-13-24(31)25(32)14-29(22,6)21(18)10-11-28(19,20)5/h7,15-16,18-22,24-27,31-34H,8-14H2,1-6H3/b17-7+",C/C=C(\C(C)C)/C(C(C(C)C1CCC2C1(CCC3C2CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,CC=C(C(C)C)C(C(C(C)C1CCC2C1(CCC3C2CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,DXUFRIYNOOTWEO-REZTVBANSA-N,"17-[(E)-3,4-dihydroxy-5-propan-2-ylhept-5-en-2-yl]-2,3-dihydroxy-10,13-dimethyl-1,2,3,4,5,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-6-one",222 °C
15231526,806,"InChI=1S/C26H28O7/c1-13(2)6-8-16-23(30)18(12-20(29)26(16)32-5)25-17(9-7-14(3)4)24(31)22-19(28)10-15(27)11-21(22)33-25/h6-7,10-12,27-30H,8-9H2,1-5H3",CC(=CCC1=C(C(=CC(=C1OC)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)CC=C(C)C)O)C,CC(=CCC1=C(C(=CC(=C1OC)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)CC=C(C)C)O)C,ONBLHZQNAGITBB-UHFFFAOYSA-N,"2-[2,5-dihydroxy-4-methoxy-3-(3-methylbut-2-enyl)phenyl]-5,7-dihydroxy-3-(3-methylbut-2-enyl)chromen-4-one",206 - 208 °C
21126389,806,"InChI=1S/C24H30O7/c1-13-6-15(30-5)7-16(26)19(13)20(27)31-18-10-22(4)17-9-21(2,3)12-23(17,28)8-14(11-25)24(18,22)29/h6-8,11,17-18,26,28-29H,9-10,12H2,1-5H3",CC1=CC(=CC(=C1C(=O)OC2CC3(C2(C(=CC4(C3CC(C4)(C)C)O)C=O)O)C)O)OC,CC1=CC(=CC(=C1C(=O)OC2CC3(C2(C(=CC4(C3CC(C4)(C)C)O)C=O)O)C)O)OC,JGQMXVRWAOSIBE-UHFFFAOYSA-N,"(3-formyl-2a,4a-dihydroxy-6,6,7b-trimethyl-2,5,7,7a-tetrahydro-1H-cyclobuta[e]inden-2-yl) 2-hydroxy-4-methoxy-6-methylbenzoate",179 - 180 °C
73085406,806,"InChI=1S/C28H46O5/c1-15(2)16(3)11-22(29)17(4)18-8-10-28(33)20-12-23(30)21-13-24(31)25(32)14-26(21,5)19(20)7-9-27(18,28)6/h12,15-19,21-22,24-25,29,31-33H,7-11,13-14H2,1-6H3",CC(C)C(C)CC(C(C)C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,CC(C)C(C)CC(C(C)C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O,UPQHDDLJIDVNJE-UHFFFAOYSA-N,"2,3,14-trihydroxy-17-(3-hydroxy-5,6-dimethylheptan-2-yl)-10,13-dimethyl-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one",251 °C
5743,805,"InChI=1S/C22H29FO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15+,16+,17+,19+,20+,21+,22+/m1/s1",C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,UREBDLICKHMUKA-CXSFZGCWSA-N,"(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one","504 to 507 °F (NTP, 1992)"
