cid,complexity,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,Melting Point 1
11442,574,"InChI=1S/C19H26O3/c1-7-8-13-12(4)16(10-15(13)20)22-18(21)17-14(9-11(2)3)19(17,5)6/h7,9,14,16-17H,1,8,10H2,2-6H3",CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,ZCVAOQKBXKSDMS-UHFFFAOYSA-N,"(2-methyl-4-oxo-3-prop-2-enylcyclopent-2-en-1-yl) 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",~4 °C
12738,574,"InChI=1S/C42H82O4S/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-37-45-41(43)35-39-47-40-36-42(44)46-38-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-40H2,1-2H3",CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,PWWSSIYVTQUJQQ-UHFFFAOYSA-N,octadecyl 3-(3-octadecoxy-3-oxopropyl)sulfanylpropanoate,61 °C
37367,574,"InChI=1S/C19H18ClN3O3/c1-22(2)19(25)26-17-18(24)23(3)15-10-9-13(20)11-14(15)16(21-17)12-7-5-4-6-8-12/h4-11,17H,1-3H3",CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)OC(=O)N(C)C)C3=CC=CC=C3,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)OC(=O)N(C)C)C3=CC=CC=C3,PXBVEXGRHZFEOF-UHFFFAOYSA-N,"(7-chloro-1-methyl-2-oxo-5-phenyl-3H-1,4-benzodiazepin-3-yl) N,N-dimethylcarbamate",173-174
100751,574,"InChI=1S/C19H12O6/c1-21-15-7-18-17(24-9-25-18)5-11(15)13-8-23-16-6-14-10(2-3-22-14)4-12(16)19(13)20/h2-8H,9H2,1H3",COC1=CC2=C(C=C1C3=COC4=C(C3=O)C=C5C=COC5=C4)OCO2,COC1=CC2=C(C=C1C3=COC4=C(C3=O)C=C5C=COC5=C4)OCO2,HTTTWVGBBAOUEM-UHFFFAOYSA-N,"6-(6-methoxy-1,3-benzodioxol-5-yl)furo[3,2-g]chromen-5-one",240 - 241 °C
101277,574,"InChI=1S/C19H12O6/c1-21-16-8-18-17(23-9-24-18)6-12(16)13-5-11-4-10-2-3-22-14(10)7-15(11)25-19(13)20/h2-8H,9H2,1H3",COC1=CC2=C(C=C1C3=CC4=C(C=C5C(=C4)C=CO5)OC3=O)OCO2,COC1=CC2=C(C=C1C3=CC4=C(C=C5C(=C4)C=CO5)OC3=O)OCO2,PENSQRMNZZWMGV-UHFFFAOYSA-N,"6-(6-methoxy-1,3-benzodioxol-5-yl)furo[3,2-g]chromen-7-one",207 - 209 °C
4640119,574,"InChI=1S/C20H18O5/c1-19(2)6-5-11-7-13-16(9-15(11)25-19)23-10-20(22)14-4-3-12(21)8-17(14)24-18(13)20/h3-9,18,21-22H,10H2,1-2H3",CC1(C=CC2=CC3=C(C=C2O1)OCC4(C3OC5=C4C=CC(=C5)O)O)C,CC1(C=CC2=CC3=C(C=C2O1)OCC4(C3OC5=C4C=CC(=C5)O)O)C,DDJVLBCETGUEBO-UHFFFAOYSA-N,"17,17-dimethyl-3,12,16-trioxapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-1(13),4(9),5,7,14,18,20-heptaene-6,10-diol",89 - 93 °C
5363185,574,"InChI=1S/C25H31NO4/c1-18(22(27)17-23-25(2,3)30-23)14-16-29-21-11-9-19(10-12-21)13-15-26-24(28)20-7-5-4-6-8-20/h4-12,14,22-23,27H,13,15-17H2,1-3H3,(H,26,28)/b18-14+",C/C(=C\COC1=CC=C(C=C1)CCNC(=O)C2=CC=CC=C2)/C(CC3C(O3)(C)C)O,CC(=CCOC1=CC=C(C=C1)CCNC(=O)C2=CC=CC=C2)C(CC3C(O3)(C)C)O,QQKKFVXSQXUHPI-NBVRZTHBSA-N,"N-[2-[4-[(E)-5-(3,3-dimethyloxiran-2-yl)-4-hydroxy-3-methylpent-2-enoxy]phenyl]ethyl]benzamide",146 - 149 °C
11660079,574,"InChI=1S/C20H19NO4/c1-20(2)9-8-11-15(25-20)10-13-16(18(11)22)19(23)12-6-5-7-14(24-4)17(12)21(13)3/h5-10,22H,1-4H3",CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C4=C(N3C)C(=CC=C4)OC)C,CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C4=C(N3C)C(=CC=C4)OC)C,AUWXWUDANKEVNS-UHFFFAOYSA-N,"5-hydroxy-10-methoxy-2,2,11-trimethylpyrano[3,2-b]acridin-6-one",188 - 189 °C
14463134,574,"InChI=1S/C20H19NO4/c1-20(2)9-8-11-15(25-20)10-13(22)16-18(11)21(3)17-12(19(16)23)6-5-7-14(17)24-4/h5-10,22H,1-4H3",CC1(C=CC2=C(O1)C=C(C3=C2N(C4=C(C3=O)C=CC=C4OC)C)O)C,CC1(C=CC2=C(O1)C=C(C3=C2N(C4=C(C3=O)C=CC=C4OC)C)O)C,UNXDMEUOZWETRG-UHFFFAOYSA-N,"6-hydroxy-11-methoxy-3,3,12-trimethylpyrano[2,3-c]acridin-7-one",146 - 148 °C
24812758,574,"InChI=1S/C24H25FO5S/c1-13-2-3-15(24-23(29)22(28)21(27)19(12-26)30-24)10-16(13)11-18-8-9-20(31-18)14-4-6-17(25)7-5-14/h2-10,19,21-24,26-29H,11-12H2,1H3/t19-,21-,22+,23-,24+/m1/s1",CC1=C(C=C(C=C1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,"(2S,3R,4R,5S,6R)-2-[3-[[5-(4-fluorophenyl)thiophen-2-yl]methyl]-4-methylphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol",68-72
131753029,574,"InChI=1S/C23H26O6/c1-13(2)5-6-16-20(27-3)8-7-15(22(16)26)14-9-17-21(28-4)10-19(25)18(11-24)23(17)29-12-14/h5,7-8,10-11,14,25-26H,6,9,12H2,1-4H3",CC(=CCC1=C(C=CC(=C1O)C2CC3=C(C=C(C(=C3OC2)C=O)O)OC)OC)C,CC(=CCC1=C(C=CC(=C1O)C2CC3=C(C=C(C(=C3OC2)C=O)O)OC)OC)C,KZQAGRHRFKIERV-UHFFFAOYSA-N,"7-hydroxy-3-[2-hydroxy-4-methoxy-3-(3-methylbut-2-enyl)phenyl]-5-methoxy-3,4-dihydro-2H-chromene-8-carbaldehyde",109 - 116 °C
5735,573,"InChI=1S/C17H17ClN6O3/c1-22-6-8-23(9-7-22)17(26)27-16-14-13(19-4-5-20-14)15(25)24(16)12-3-2-11(18)10-21-12/h2-5,10,16H,6-9H2,1H3",CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,GBBSUAFBMRNDJC-UHFFFAOYSA-N,"[6-(5-chloropyridin-2-yl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate",178°C
20966,573,"InChI=1S/C20H19NO6/c1-11-9-13-7-8-14(17(22)16(13)20(26)27-11)18(23)21-15(19(24)25)10-12-5-3-2-4-6-12/h2-8,11,15,22H,9-10H2,1H3,(H,21,23)(H,24,25)/t11-,15+/m1/s1",C[C@@H]1CC2=C(C(=C(C=C2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)O)C(=O)O1,CC1CC2=C(C(=C(C=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)O)O)C(=O)O1,DAEYIVCTQUFNTM-ABAIWWIYSA-N,"(2S)-2-[[(3R)-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl]amino]-3-phenylpropanoic acid","430 °F (NTP, 1992)"
60854,573,"InChI=1S/C21H21ClN4OS/c22-17-13-18-15(12-20(27)23-18)11-14(17)5-6-25-7-9-26(10-8-25)21-16-3-1-2-4-19(16)28-24-21/h1-4,11,13H,5-10,12H2,(H,23,27)",C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,MVWVFYHBGMAFLY-UHFFFAOYSA-N,"5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloro-1,3-dihydroindol-2-one",>276°C (Ziprasidone Hydrochloride Monohydrate)
123630,573,"InChI=1S/C10H12N4O5S/c1-10(5-13-3-2-11-12-13)8(9(16)17)14-6(15)4-7(14)20(10,18)19/h2-3,7-8H,4-5H2,1H3,(H,16,17)/t7-,8+,10+/m1/s1",C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,"(2S,3S,5R)-3-methyl-4,4,7-trioxo-3-(triazol-1-ylmethyl)-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",140-147
284998,573,"InChI=1S/C21H19NO6/c1-24-13-8-11-12(9-14(13)25-2)18(23)17-15-10(6-7-22-17)19(26-3)21(28-5)20(27-4)16(11)15/h6-9H,1-5H3",COC1=C(C=C2C(=C1)C3=C(C(=C(C4=C3C(=NC=C4)C2=O)OC)OC)OC)OC,COC1=C(C=C2C(=C1)C3=C(C(=C(C4=C3C(=NC=C4)C2=O)OC)OC)OC)OC,AZTLZBDEFBJZQG-UHFFFAOYSA-N,"4,5,14,15,16-pentamethoxy-10-azatetracyclo[7.7.1.02,7.013,17]heptadeca-1(16),2,4,6,9,11,13(17),14-octaen-8-one",198 - 202 °C
609663,573,"InChI=1S/C20H19NO6/c1-11-9-13-7-8-14(17(22)16(13)20(26)27-11)18(23)21-15(19(24)25)10-12-5-3-2-4-6-12/h2-8,11,15,22H,9-10H2,1H3,(H,21,23)(H,24,25)",CC1CC2=C(C(=C(C=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)O)O)C(=O)O1,CC1CC2=C(C(=C(C=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)O)O)C(=O)O1,DAEYIVCTQUFNTM-UHFFFAOYSA-N,"2-[(8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl)amino]-3-phenylpropanoic acid",221 °C
969472,573,"InChI=1S/C17H17ClN6O3/c1-22-6-8-23(9-7-22)17(26)27-16-14-13(19-4-5-20-14)15(25)24(16)12-3-2-11(18)10-21-12/h2-5,10,16H,6-9H2,1H3/t16-/m0/s1",CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,GBBSUAFBMRNDJC-INIZCTEOSA-N,"[(7S)-6-(5-chloropyridin-2-yl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate",202-203
78385443,573,"InChI=1S/C21H23NO6/c1-25-14-6-5-11-9-13-16-12(7-8-22(13)21(24)28-4)10-15(26-2)20(27-3)18(16)17(11)19(14)23/h5-6,10,13,23H,7-9H2,1-4H3",COC1=C(C2=C(CC3C4=C2C(=C(C=C4CCN3C(=O)OC)OC)OC)C=C1)O,COC1=C(C2=C(CC3C4=C2C(=C(C=C4CCN3C(=O)OC)OC)OC)C=C1)O,JWSAYTXQWHOMHU-UHFFFAOYSA-N,"methyl 11-hydroxy-1,2,10-trimethoxy-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-6-carboxylate",230 - 233 °C
131840474,573,"InChI=1S/C22H32O5/c1-2-3-4-5-6-7-8-9-10-11-18-19(21(25)16-20(18)24)14-12-17(23)13-15-22(26)27/h3-4,6-7,9-10,12,14,17-19,21,23,25H,2,5,8,11,13,15-16H2,1H3,(H,26,27)/b4-3-,7-6-,10-9-,14-12+/t17-,18-,19+,21+/m1/s1",CC/C=C\C/C=C\C/C=C\C[C@@H]1[C@@H]([C@H](CC1=O)O)/C=C/[C@H](CCC(=O)O)O,CCC=CCC=CCC=CCC1C(C(CC1=O)O)C=CC(CCC(=O)O)O,IDXBOXWUWDDSSX-JNQRMAMISA-N,"(E,4S)-4-hydroxy-6-[(1S,2R,5S)-5-hydroxy-3-oxo-2-[(2Z,5Z,8Z)-undeca-2,5,8-trienyl]cyclopentyl]hex-5-enoic acid",67 °C
131840490,573,"InChI=1S/C22H32O5/c1-2-3-4-5-6-9-12-18-19(21(25)16-20(18)24)15-14-17(23)11-8-7-10-13-22(26)27/h3-4,6-9,14-15,17-19,21,23,25H,2,5,10-13,16H2,1H3,(H,26,27)/b4-3-,8-7-,9-6-,15-14+/t17-,18+,19-,21-/m0/s1",CC/C=C\C/C=C\C[C@@H]1[C@@H]([C@H](CC1=O)O)/C=C/[C@H](C/C=C\CCC(=O)O)O,CCC=CCC=CCC1C(C(CC1=O)O)C=CC(CC=CCCC(=O)O)O,MBWYKQQOOVDDJT-DVVFIYPXSA-N,"(4Z,7S,8E)-7-hydroxy-9-[(1S,2R,5S)-5-hydroxy-2-[(2Z,5Z)-octa-2,5-dienyl]-3-oxocyclopentyl]nona-4,8-dienoic acid",67 °C
131840682,573,"InChI=1S/C22H32O5/c1-2-3-4-5-6-8-11-17(23)14-15-19-18(20(24)16-21(19)25)12-9-7-10-13-22(26)27/h3-4,6-9,14-15,17-19,21,23,25H,2,5,10-13,16H2,1H3,(H,26,27)/b4-3-,8-6-,9-7-,15-14+/t17-,18-,19+,21+/m0/s1",CC/C=C\C/C=C\C[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@H]1C/C=C\CCC(=O)O)O)O,CCC=CCC=CCC(C=CC1C(CC(=O)C1CC=CCCC(=O)O)O)O,BCQOUZGZSCCQCM-HHBLIWCPSA-N,"(Z)-6-[(1S,2R,3R)-3-hydroxy-2-[(1E,3S,5Z,8Z)-3-hydroxyundeca-1,5,8-trienyl]-5-oxocyclopentyl]hex-4-enoic acid",67 °C
131840698,573,"InChI=1S/C22H32O5/c1-2-3-8-11-17(23)14-15-19-18(20(24)16-21(19)25)12-9-6-4-5-7-10-13-22(26)27/h3,5-9,14-15,17-19,21,23,25H,2,4,10-13,16H2,1H3,(H,26,27)/b7-5-,8-3-,9-6-,15-14+/t17-,18-,19+,21+/m0/s1",CC/C=C\C[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@H]1C/C=C\C/C=C\CCC(=O)O)O)O,CCC=CCC(C=CC1C(CC(=O)C1CC=CCC=CCCC(=O)O)O)O,ULILMUUUHYDFOW-MLHKLRQESA-N,"(4Z,7Z)-9-[(1S,2R,3R)-3-hydroxy-2-[(1E,3S,5Z)-3-hydroxyocta-1,5-dienyl]-5-oxocyclopentyl]nona-4,7-dienoic acid",67 °C
131840714,573,"InChI=1S/C22H32O5/c1-2-17(23)14-15-19-18(20(24)16-21(19)25)12-10-8-6-4-3-5-7-9-11-13-22(26)27/h3-4,7-10,14-15,17-19,21,23,25H,2,5-6,11-13,16H2,1H3,(H,26,27)/b4-3-,9-7-,10-8-,15-14+/t17-,18-,19+,21+/m0/s1",CC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@H]1C/C=C\C/C=C\C/C=C\CCC(=O)O)O)O,CCC(C=CC1C(CC(=O)C1CC=CCC=CCC=CCCC(=O)O)O)O,BIHPRUQXOKWQGU-LRXWNGDYSA-N,"(4Z,7Z,10Z)-12-[(1S,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxypent-1-enyl]-5-oxocyclopentyl]dodeca-4,7,10-trienoic acid",67 °C
9884612,572,"InChI=1S/C20H26O5/c1-9(2)10-8-11-12(15(23)13(10)21)20-7-5-6-19(3,4)17(20)16(14(11)22)25-18(20)24/h8-9,14,16-17,21-23H,5-7H2,1-4H3",CC(C)C1=C(C(=C2C(=C1)C(C3C4C2(CCCC4(C)C)C(=O)O3)O)O)O,CC(C)C1=C(C(=C2C(=C1)C(C3C4C2(CCCC4(C)C)C(=O)O3)O)O)O,LCAZOMIGFDQMNC-UHFFFAOYSA-N,"3,4,8-trihydroxy-11,11-dimethyl-5-propan-2-yl-16-oxatetracyclo[7.5.2.01,10.02,7]hexadeca-2,4,6-trien-15-one",221 - 225 °C
11278310,572,"InChI=1S/C17H10O6/c18-10-3-1-8(2-4-10)15-16-14(23-17(15)21)6-9-5-11(19)12(20)7-13(9)22-16/h1-7,18-20H",C1=CC(=CC=C1C2=C3C(=CC4=CC(=C(C=C4O3)O)O)OC2=O)O,C1=CC(=CC=C1C2=C3C(=CC4=CC(=C(C=C4O3)O)O)OC2=O)O,QIZCPKIKTOBRLA-UHFFFAOYSA-N,"6,7-dihydroxy-3-(4-hydroxyphenyl)furo[3,2-b]chromen-2-one",320 °C
11996616,572,"InChI=1S/C20H26O5/c1-9(2)10-8-11-12(14(22)13(10)21)20-7-5-6-19(3,4)17(20)15(23)16(11)25-18(20)24/h8-9,15-17,21-23H,5-7H2,1-4H3",CC(C)C1=C(C(=C2C(=C1)C3C(C4C2(CCCC4(C)C)C(=O)O3)O)O)O,CC(C)C1=C(C(=C2C(=C1)C3C(C4C2(CCCC4(C)C)C(=O)O3)O)O)O,UXVPWKDITRJELA-UHFFFAOYSA-N,"3,4,9-trihydroxy-11,11-dimethyl-5-propan-2-yl-16-oxatetracyclo[6.6.2.01,10.02,7]hexadeca-2,4,6-trien-15-one",227 °C
14345578,572,"InChI=1S/C20H24O9/c1-8-4-10-5-11(27-3)6-12(15(10)17(24)14(8)9(2)22)28-20-19(26)18(25)16(23)13(7-21)29-20/h4-6,13,16,18-21,23-26H,7H2,1-3H3",CC1=CC2=CC(=CC(=C2C(=C1C(=O)C)O)OC3C(C(C(C(O3)CO)O)O)O)OC,CC1=CC2=CC(=CC(=C2C(=C1C(=O)C)O)OC3C(C(C(C(O3)CO)O)O)O)OC,GHKWPHRULCFTBB-UHFFFAOYSA-N,"1-[1-hydroxy-6-methoxy-3-methyl-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxynaphthalen-2-yl]ethanone",150 - 152 °C
131751495,572,"InChI=1S/C19H18O8/c1-11-10-14(26-17(24)8-6-15(20)21)12-4-2-3-5-13(12)19(11)27-18(25)9-7-16(22)23/h2-5,10H,6-9H2,1H3,(H,20,21)(H,22,23)",CC1=C(C2=CC=CC=C2C(=C1)OC(=O)CCC(=O)O)OC(=O)CCC(=O)O,CC1=C(C2=CC=CC=C2C(=C1)OC(=O)CCC(=O)O)OC(=O)CCC(=O)O,PNRCOYPXSMNURF-UHFFFAOYSA-N,4-[4-(3-carboxypropanoyloxy)-3-methylnaphthalen-1-yl]oxy-4-oxobutanoic acid,177 °C
2764,571,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,255-257 °C
4121,571,"InChI=1S/C9H11Cl2N3O4S2/c1-14-9(4-10)13-6-2-5(11)7(19(12,15)16)3-8(6)20(14,17)18/h2-3,9,13H,4H2,1H3,(H2,12,15,16)",CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CCl,CESYKOGBSMNBPD-UHFFFAOYSA-N,"6-chloro-3-(chloromethyl)-2-methyl-1,1-dioxo-3,4-dihydro-1lambda6,2,4-benzothiadiazine-7-sulfonamide",225°C
5342,571,"InChI=1S/C23H20N2O3S/c26-22-21(16-17-29(28)20-14-8-3-9-15-20)23(27)25(19-12-6-2-7-13-19)24(22)18-10-4-1-5-11-18/h1-15,21H,16-17H2",C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,MBGGBVCUIVRRBF-UHFFFAOYSA-N,"4-[2-(benzenesulfinyl)ethyl]-1,2-diphenylpyrazolidine-3,5-dione",136-137 °C
5560,571,"InChI=1S/C8H8Cl3N3O4S2/c9-3-1-4-6(2-5(3)19(12,15)16)20(17,18)14-8(13-4)7(10)11/h1-2,7-8,13-14H,(H2,12,15,16)",C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,LMJSLTNSBFUCMU-UHFFFAOYSA-N,"6-chloro-3-(dichloromethyl)-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide",270dec °C
51082,571,"InChI=1S/C22H28N4O6.2ClH/c27-11-9-23-5-7-25-13-1-2-14(26-8-6-24-10-12-28)18-17(13)21(31)19-15(29)3-4-16(30)20(19)22(18)32;;/h1-4,23-30H,5-12H2;2*1H",C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,ZAHQPTJLOCWVPG-UHFFFAOYSA-N,"1,4-dihydroxy-5,8-bis[2-(2-hydroxyethylamino)ethylamino]anthracene-9,10-dione;dihydrochloride",203-5 °C
496348,571,"InChI=1S/C19H20O3/c1-10-9-22-18-12-6-7-13-11(5-4-8-19(13,2)3)15(12)17(21)16(20)14(10)18/h6-7,10H,4-5,8-9H2,1-3H3",CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,GVKKJJOMQCNPGB-UHFFFAOYSA-N,"1,6,6-trimethyl-2,7,8,9-tetrahydro-1H-naphtho[1,2-g][1]benzofuran-10,11-dione",182 °C
626667,571,"InChI=1S/C18H19NO3/c1-19-8-7-18-11-4-6-14(21-2)17(18)22-16-13(20)5-3-10(15(16)18)9-12(11)19/h3-6,12,17,20H,7-9H2,1-2H3",CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)O)O4)OC,CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)O)O4)OC,ZKLXUUYLEHCAMF-UHFFFAOYSA-N,"7-methoxy-3-methyl-2,4,7a,13-tetrahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-9-ol",201 - 202 °C
637429,571,"InChI=1S/C21H20O7/c1-26-19-11-14(4-8-17(19)23)3-7-16(22)13-28-21(25)10-6-15-5-9-18(24)20(12-15)27-2/h3-12,23-24H,13H2,1-2H3/b7-3+,10-6+",COC1=C(C=CC(=C1)/C=C/C(=O)COC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,COC1=C(C=CC(=C1)C=CC(=O)COC(=O)C=CC2=CC(=C(C=C2)O)OC)O,UYEWRTKHKAVRDI-ASVGJQBISA-N,[(E)-4-(4-hydroxy-3-methoxyphenyl)-2-oxobut-3-enyl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate,138 - 139 °C
5462306,571,"InChI=1S/C18H19NO3/c1-19-8-7-18-11-4-6-14(21-2)17(18)22-16-13(20)5-3-10(15(16)18)9-12(11)19/h3-6,12,17,20H,7-9H2,1-2H3/t12-,17+,18+/m1/s1",CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)O)O4)OC,CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)O)O4)OC,ZKLXUUYLEHCAMF-UUWFMWQGSA-N,"(4R,7aR,12bS)-7-methoxy-3-methyl-2,4,7a,13-tetrahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-9-ol",200-201 °C
14379074,571,"InChI=1S/C22H30O4/c1-12(2)13-10-14-15-11-16-21(3,4)8-7-9-22(16,20(23)26-15)17(14)19(25-6)18(13)24-5/h10,12,15-16H,7-9,11H2,1-6H3",CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)OC)OC,CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)OC)OC,BMUVJFGCCPHXOJ-UHFFFAOYSA-N,"3,4-dimethoxy-11,11-dimethyl-5-propan-2-yl-16-oxatetracyclo[6.6.2.01,10.02,7]hexadeca-2,4,6-trien-15-one",155 - 156 °C
131751746,571,"InChI=1S/C22H24O6/c1-12(2)5-7-15-18(26-3)11-17(25)21(22(15)27-4)20-10-16(24)14-8-6-13(23)9-19(14)28-20/h5-6,8-9,11,20,23,25H,7,10H2,1-4H3",CC(=CCC1=C(C=C(C(=C1OC)C2CC(=O)C3=C(O2)C=C(C=C3)O)O)OC)C,CC(=CCC1=C(C=C(C(=C1OC)C2CC(=O)C3=C(O2)C=C(C=C3)O)O)OC)C,CENDIAJZASJQBF-UHFFFAOYSA-N,"7-hydroxy-2-[6-hydroxy-2,4-dimethoxy-3-(3-methylbut-2-enyl)phenyl]-2,3-dihydrochromen-4-one",102 °C
5317564,570,"InChI=1S/C21H22O4/c1-14(2)5-4-6-15(3)9-11-24-21-19-17(10-12-23-19)13-16-7-8-18(22)25-20(16)21/h5,7-10,12-13H,4,6,11H2,1-3H3/b15-9+",CC(=CCC/C(=C/COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)/C)C,CC(=CCCC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C)C,SOVNCTNQAWWYAQ-OQLLNIDSSA-N,"9-[(2E)-3,7-dimethylocta-2,6-dienoxy]furo[3,2-g]chromen-7-one",53 - 54 °C
6100671,570,"InChI=1S/C20H26N2O2/c1-3-10-11-8-14-17-20(12-6-4-5-7-13(12)21(17)2)9-15(16(11)18(20)23)22(14)19(10)24/h4-7,10-11,14-19,23-24H,3,8-9H2,1-2H3/t10-,11-,14-,15-,16-,17-,18+,19+,20+/m0/s1",CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O)C6=CC=CC=C6N4C,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C,CJDRUOGAGYHKKD-RQBLFBSQSA-N,"(1R,9R,10S,12R,13S,14R,16S,17S,18R)-13-ethyl-8-methyl-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-14,18-diol",206°C
