smiles,mpC
NC(=S)c1cnccn1,200.0
Nc1c(Br)cc(C(F)(F)F)cc1Br,38.0
CCC(CC)COCCC(=O)O,32.5
CC1(C)OC(=O)C(=NNc2ccc(C(=O)O)cc2)C(=O)O1,223.0
CC(=O)N[C@@H](CCC(=O)O)C(=O)O,197.0
CC(=O)Oc1cccc(I)c1,38.0
CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,95.0
CC1(N)CCC(C(C)(C)N)CC1,-45.0
[O-][n+]1ccc2ccccc2c1,104.0
CC(=O)c1ccc2ccc3cccc4ccc1c2c34,88.0
O=C(O)C1CC(O)CN1,274.0
C=C1C2CCC(C2)C1(C)C,50.0
CCCO[N+](=O)[O-],-100.0
COc1cccc(C=C2C(=O)NN=C2c2c(O)c3ccccc3n(C)c2=O)c1,254.0
N#CCCCCCCC#N,-3.0
C=CCCC(=O)O,-22.0
Cc1cccc(C(=O)O)c1I,152.0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,329.5
COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1,86.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,181.0
NC(=O)c1ccnc(I)c1,165.0
CCOC(=O)C(C(=O)OCC)c1ccccc1,16.0
NC(=O)C(Cl)Cl,99.0
N#CC(=NNc1ccccc1)c1nc(-c2ccccc2)cs1,176.0
O=Cc1cccc2cnccc12,115.0
NC(=O)CCCCC1CCSS1,128.0
Cc1ccc(C=C2CCC/C(=C\c3ccc(C)s3)C2=O)s1,165.85
COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1OC,205.5
Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,182.0
O=C1OC(c2ccc([N+](=O)[O-])cc2)=NC1=Cc1ccccc1,236.0
CCN(CC)CCCl,210.5
O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,160.0
O=c1ccc([N+](=O)[O-])cn1Cc1ccccc1,96.0
COC1(OC)CC=CCC(OC)(OC)CC=CC1,202.0
CCOC(=O)C(C(=O)OCC)C(=O)OCC,28.0
COc1ccc2nc(Cl)c(C=O)cc2c1,150.0
C=CC=C(C=C1C(=O)NN=C1c1c(O)c2ccccc2n(C)c1=O)C(Cl)=CC,260.0
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,104.5
Cc1ccc(C=NC2=NC(C(F)(F)F)N=N2)cc1,208.0
Cc1cc([N+](=O)[O-])ccc1I,102.0
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],85.0
c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,60.0
O=C(Oc1ccccc1)c1cccnc1,72.0
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,122.0
NCc1ccc2c(Br)cccc2c1,112.0
O=C1N(c2ccccc2)C(=O)[C@]2(Cl)C=C(c3ccccc3)[C@]12Cl,151.85
Cc1c(Cl)cccc1[N+](=O)[O-],36.0
CC(C)=C1CCC2=CC(=O)CC(C)C2(C)C1,51.5
CCC(C)(C)C(=O)O,-14.0
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,179.0
Cc1c(O)cccc1C(=O)O,144.0
C#CCCCCCC,-60.0
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,230.0
CC(C)(C)c1cccc([N+](=O)[O-])c1,2.0
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,154.5
O=CNC(O)C(Cl)(Cl)Cl,120.0
C=CCOc1c(Cc2cc(C(C)=O)c(O)c(C)c2OCC=C)cc(C(C)=O)c(O)c1C,143.0
Cn1cnc2c1c(=O)[nH]c(=O)n2C,348.0
ClC1CCCCC1,-44.0
Clc1nc2ccccc2[nH]1,183.0
CC1(C)CCCC1,-70.0
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,83.0
O=S(=O)(Cl)c1ccc(Br)cc1,75.0
NCCCn1ccnc1,-68.0
C=C(C)C(=O)OCCO,-12.0
CCC(=NNc1cccc(NN=C(CC)C(=O)O)c1)C(=O)O,190.0
O=C(C=Cc1ccccc1)Oc1ccc(C=CC(=O)c2ccccc2)cc1,158.0
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,130.0
O=[N+]([O-])c1cc(-c2ccc(O)cc2)ccc1O,182.0
Cc1sc(-c2ccccc2)c(C)c1Br,34.0
O=Cc1cc(Br)ccc1O,105.0
OC(C1CCCCC1)C1CCCCC1,61.0
CCOC(=O)Nc1ccc(C)cc1[N+](=O)[O-],65.0
CC(=O)c1ccc(F)cc1O,32.0
CC(=O)c1ccc(Br)s1,95.0
O=C1CCCCCN1,70.0
C[Si](C)(C)C1=CC2(CCCCC2)CC1=O,56.0
O=C1C=CC(=O)C2C3C=CC(C3)C12,73.0
CCCC1Nn2c(nnc2-c2cccc([N+](=O)[O-])c2)S1,129.0
O=C(c1ccc2c3c(cccc13)CC2)C(Br)c1ccccc1,118.0
Nc1cccc(Br)n1,90.0
BrCCCCCCCCCCBr,28.0
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1CCOC1O2,287.5
CC1=C(C)C(=O)OC1=O,96.0
CC(=O)C(C#N)c1ccccc1[N+](=O)[O-],72.0
Cc1ccnc(Cl)n1,47.0
O=CNC1CC=CCC(NC=O)CC=CC1,234.0
COc1ccc(C(=O)CC#N)cc1,128.0
CCOC(=O)Nc1c([N+](=O)[O-])cc(C)cc1[N+](=O)[O-],65.0
CC12CCC(C(O)=C(Br)C1=O)C2(C)C,188.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,235.0
COc1ccc(CBr)cc1C(F)(F)F,77.0
CC(=O)OCCc1ccc(CCOC(C)=O)cc1,65.0
CC(=O)OC1CC2C(C)C(=O)C3(C(O)CC4C(C)(C)CCC(OC(C)=O)C4(C)C13)C2O,246.0
CC(C)(C=O)C(c1ccccc1)C(C(=O)O)C(=O)O,153.0
Ic1cc(I)cc(I)c1,184.2
O=[N+]([O-])c1cc([N+](=O)[O-])c(C=Nc2ccccc2)cc1C=Nc1ccccc1,165.0
Cn1c(C(C#N)=NNc2cccc(O)c2)nc2ccccc21,285.0
CCCCC(N)C(=O)O,298.5
CN(C)CCC=C1c2ccccc2CSc2ccccc21,56.0
O=C(Cl)CCCl,-32.0
O=C1CC(c2ccc(O)cc2)Oc2ccccc21,182.0
CC1(C)OC(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)o2)C(=O)O1,109.0
O=C(O)CCc1ccc(Cl)cc1,119.0
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,202.5
N#Cc1c2ncccc2c(=O)n2c1sc1ccccc12,275.0
CC(C)Oc1ccc(Nc2ccccc2)cc1,79.0
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,94.8
CCOP(=O)(Cc1ccc(N)cc1)OCC,93.0
N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O,205.0
NS(=O)(=O)c1cc2cc(CNCCF)sc2o1,203.0
O=C(O)CNc1ccc(O)cc1,246.0
CCC1(O)CCCCC1,34.5
COc1ccc(SCC(=O)O)cc1OC,102.0
CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,-45.0
O=[N+]=O,-9.3
CC(C)(CCl)C(=O)O,41.5
CCOc1ccc2ccccc2c1C(=O)Cl,78.0
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,290.0
Nc1ccc([N+](=O)[O-])c(Cl)c1,159.0
CC1CNC(=O)NC1=O,264.0
Cc1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1,122.0
O=C1C=C(NCc2ccc(Cl)c(Cl)c2)C(=O)c2ccccc21,217.0
O=C(O)/C=C/c1cc(F)c(F)cc1F,186.0
CC(=O)c1occc1O,100.0
CCCCCS(=O)(=O)O,15.9
CC(C)Br,-89.0
O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,135.0
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,173.0
COP(=S)(OC)Oc1ccc(SC)c(C)c1,7.0
O=C1C=CCCC1,-53.0
O=C(O)c1ccccc1I,162.0
CC1(C)OC2OC(C(COC(=O)c3ccccc3)OC(=O)c3ccccc3)C(OC(=O)c3ccccc3)C2O1,199.0
c1ccc2cc3c(ccc4cc5ccccc5cc43)cc2c1,257.0
O=C(CCC1=NC=NC1)NCCc1c[nH]cn1,164.0
CCCCCCCC(O)CC,-5.0
Cc1ccc(CCC(=O)O)cc1,116.0
CC(=O)Oc1ccccc1C(=O)OCN1C(=O)CCC1=O,117.5
O=C(O)c1ccc(Br)cc1F,212.0
COc1ccc(C(=O)Cl)cc1,22.0
FC1(F)OC1(F)F,-118.0
Brc1ccc(Br)nc1,94.0
CC(C)CC(C)Br,-94.0
COC(=O)Oc1ccccc1C(=O)O,134.0
CCOC(=O)c1c(-c2ccccc2)csc1N,92.0
Cc1cc(Cl)c([N+](=O)[O-])cc1[N+](=O)[O-],90.0
CCCC(=O)C(=O)O,6.5
CN(C)[Si](N(C)C)(N(C)C)N(C)C,15.0
COC(=O)c1ccc(F)cc1O,39.0
COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C(C)C)cc2)cc1,178.0
O=C(O)C(=Cc1ccccc1)Cc1ccccc1,158.0
CCOc1ccc(N)cc1,3.0
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,100.0
Cc1ccc2c3ccccc3c3ccccc3c2c1,100.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,344.53
Nc1cccc(F)c1C(=O)O,166.0
OCc1c(F)c(F)c(F)c(F)c1F,34.0
COC(=O)[C@H](CSSC[C@@H](C(=O)OC)N1C(=O)[C@@H]2[C@H](C1=O)[C@@H]1C=C[C@H]2C1)N1C(=O)[C@@H]2[C@H](C1=O)[C@@H]1C=C[C@H]2C1,100.0
NC(=O)NN=Cc1cccc2c(Br)cccc12,258.0
CC12CCC(C(Br)C1=O)C2(C)C,77.0
COC(C)(C)OC,-47.0
CC12CCC(C(C(=O)c3cccc4ccccc34)C1=O)C2(C)C,104.0
CN(CC(N)=O)C(=O)COC(=O)c1ccccc1,101.5
NC1=NC(=O)CS1,250.0
Cc1cc(Cl)cc(Cl)c1I,44.0
CC(=O)c1c(C)nc2cc3nc(C)c(C(C)=O)c(C)c3cc2c1C,247.0
OB(O)c1cnc(OCc2ccccc2)nc1OCc1ccccc1,90.0
O=C(O)c1ccc(Cl)cn1,169.0
[2H]N([2H])C(=O)N([2H])[2H],136.0
CC1=NC2=CCC=CC2=C1C#N,213.0
O=C=Nc1ccc(I)cc1,45.0
Cc1ccc(I)cc1F,23.0
Fc1cc(CBr)ccc1C(F)(F)F,26.0
Cc1n[nH]c(=O)[nH]c1=O,213.0
NS(=O)(=O)c1cccc(C(F)(F)F)c1,124.0
Cc1ccc(C(c2ccc(C)o2)c2ccccc2Br)o1,57.0
CC1(C)C2CCC1(C)C(NC(=O)c1ccc([N+](=O)[O-])cc1)C2NC(=O)c1ccc([N+](=O)[O-])cc1,170.0
C=CCOC1=NS(=O)(=O)c2ccccc21,138.5
O=C(CC(c1ccccc1)c1ccccc1)c1ccccc1,96.0
CCc1nc(CC)nc(NS(=O)(=O)c2ccc(N)cc2)n1,187.0
Cc1cccc(N)c1N,58.0
O=[N+]([O-])c1cc(C=NNc2ccccc2)ccc1C=NNc1ccccc1,185.0
CCCCCCCCN(C)CCCCCCCC,-30.1
CC(C)C12C=CC(C)(CC1)OO2,3.3
CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,235.0
OB(O)c1c(F)c(F)c(F)c(F)c1F,253.0
CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,190.0
N#Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,129.0
CC(=O)Nc1ccc(C=Cc2ccc(NC(C)=O)cc2)cc1,172.0
CS(=O)(=O)c1ccc(F)cc1,79.0
Cl[Si](Cl)(c1ccccc1)c1ccccc1,-22.0
CC(=O)Nc1ccc(C(C)=O)c(C)c1,139.0
CC=C(CC)C(=O)NC(N)=O,198.0
CNC(=O)ON=C(SC)C(=O)N(C)C,101.0
c1ccc(P(CCCCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,47.0
CCC1CCCCC1,-111.0
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,144.0
Cc1ccc(Cl)c(C)c1N,31.0
CC(C)CC(=O)/C=C/c1ccccc1,43.0
Nc1ccc(N)nc1,96.0
Nc1ccccc1CO,83.0
CCOC(=O)c1ccc(-c2ccccc2)cc1,49.0
COC(=O)C1=C(Cl)NN(C)C1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,176.0
Fc1cc(F)c(F)cc1F,4.0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,175.0
CC(CC(=O)O)CC(C)(C)C,-70.0
Cc1ccc(C(O)c2cc(C)ccc2O)cc1,98.0
Brc1ccsc1Br,-17.5
COC(=O)c1cc(OCc2cc(COc3cc(C(=O)OC)cc(C(=O)OC)c3)cc(COc3cc(C(=O)OC)cc(C(=O)OC)c3)c2)cc(C(=O)OC)c1,188.0
COc1cc2c(cc1OC)CC2,91.0
O=C(O)c1cccc(C(F)(F)F)c1,105.0
O=c1cn[nH]c(=O)[nH]1,276.0
Cc1cc(C#N)cc(Cl)c1N,129.0
O=C(CCl)c1ccc(F)cc1,48.0
NS(=O)(=O)c1cc(C(F)(F)F)ccc1C(F)(F)F,147.0
CC12CCC(C(COC(=O)c3ccc([N+](=O)[O-])cc3)C1)C2(C)C,100.0
CC(C)(C)CCl,-20.0
Cc1csc(N)n1,44.0
CC(=O)c1ccc(C)s1,26.0
N#CCCCOc1ccccc1,45.5
CCOc1cccc(O)c1,30.0
Cn1ccc(=O)[nH]c1=O,237.0
CC(=O)Nc1ccc(N=Nc2ccc(N)cc2)cc1,212.0
O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,166.0
CC(=NCc1cccnc1)c1c(O)c2ccccc2n(-c2ccccc2)c1=O,222.0
CCCC(C)(COC(N)=O)COC(N)=O,104.0
O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1,72.0
O=C(O)CCCCCCCCCCCCCCO,86.0
CCOC(=O)c1sc(C)nc1C,49.0
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,202.0
c1cc(-c2cnc3ccccc3n2)cc(-c2cnc3ccccc3n2)c1,203.0
O=C(O)c1cc(B(O)O)ccc1F,218.0
O=[N+]([O-])C=C1NCCS1,142.0
Cc1ccccc1CC(=O)O,88.0
CCCCNC(=O)NCCCC,72.0
Cc1nc(N)nc2c1c(=O)n(-c1ccccc1)c1ccccc21,233.0
COc1cc(C(C)=O)cc(OC)c1OC,81.0
C=CCS(=O)CC(N)C(=O)O,165.0
Cc1ccc(-c2csc(C(C#N)=NNc3ccc(Cl)cc3)n2)cc1,173.0
N/N=C/c1ccccc1O,97.0
O=Cc1ccc(F)cc1,-10.0
COc1ccc(/C=C/C=O)cc1,58.0
CCOC(=O)c1cc(C(=O)OCC)c([N+](=O)[O-])cc1[N+](=O)[O-],124.0
Cc1cccc(O)n1,159.0
Cn1c(=O)c(C2=NNC(=O)C2=C2c3ccccc3-c3ccccc32)c(O)c2ccccc21,295.0
COC(=O)C1=C(C)NC(=S)NC1c1ccc([N+](=O)[O-])cc1,175.0
O=C1C2CC3=C(CC=CC3)CC2C(=O)C2CC3=C(CC=CC3)CC12,227.0
CC(C)c1cc(C(C)C)c(S(=O)(=O)N=[N+]=[N-])c(C(C)C)c1,42.0
Nc1nc2ccc(Cl)cc2s1,200.0
Clc1cc(Cl)c2c(c1)oc1c(Cl)cc(Cl)cc12,177.0
O=c1ccn(C2CC(F)C(CO)O2)c(=O)[nH]1,186.0
O=C(Cl)Oc1ccc([N+](=O)[O-])cc1,79.0
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,208.0
O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,196.5
C1CC[C@H]2CCCC[C@H]2C1,-43.0
Oc1noc2nc3ccccc3nc12,323.0
CC(=O)OCC1OC(C#N)=CC(OC(C)=O)C1OC(C)=O,114.0
O=[N+]([O-])c1ccccc1C(O)C(O)c1ccccc1,100.0
CC(=O)OCCOCn1cnc2cnc(N)nc21,135.0
Nc1ccc(Cl)cn1,137.0
COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,178.5
N#Cc1ccccc1Br,55.0
CCCCCCCCCCCCCCCCCCNC,44.0
COc1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,162.0
CCOC(=O)Cc1ccc(Cl)c(Cl)c1,25.0
COc1ccc(N=Nc2c(N)nn3c(C)cc(C)nc23)cc1,202.0
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,5.0
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,87.0
CCOc1ccc(-c2nnc3sc(-c4ccc(Cl)cc4)nn23)cc1,113.0
COc1ccc(C(=O)C=Cc2cccc(OC)c2OC)c(O)c1,99.5
CN1CCc2cc3c(cc2C1C1OC(=O)c2c1ccc1c2OCO1)OCO3,194.0
Cc1cc(C(=O)Cl)c(C)o1,20.0
COC(=O)C1Cc2ccccc2C(=O)O1,90.0
CCN(CC)CC(=O)Nc1c(C)cccc1C,68.5
CC(=O)C1(C)Cc2ccccc2C(=O)O1,105.0
CCCCCCCCCCCCCCCC(C)C,6.0
CCCC(C)(O)C#CC(C)(O)CCC,68.5
CCCCCCCCn1c(=O)c2cc3c(OC)c4cc5c(=O)n(CCCCCCCC)c(=O)c5cc4c(OC)c3cc2c1=O,238.0
C=CC,-185.0
NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,141.0
Oc1c(Cl)c(O)c(Cl)c(O)c1Cl,136.0
Nc1cc(O)c(Cl)cc1Cl,95.5
NC(=O)c1ccccc1CO,150.0
COC(=O)c1ccc([N+](=O)[O-])o1,80.0
CCN(CC)C(=O)SCc1ccc(Cl)cc1,3.3
N#CCc1cccc(O)c1,53.0
Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,258.0
CC1CCS(=O)(=O)C1,1.0
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,202.5
CC1OC(C)OC(C)O1,12.0
O=[N+]([O-])c1ccc(-c2nnc3n2NC(c2ccccc2)S3)cc1,220.0
Cc1ccc2nc(C)c(C)nc2c1,93.0
CC(C)(O)C#Cc1ccccn1,83.0
Nc1ccc(Br)cn1,138.0
O=C1C(=Cc2ccc(Cl)cc2)SC(=S)N1CN1CCCCC1,122.0
O=c1n(-c2ccccc2)c(=O)n(-c2ccccc2)c(=O)n1-c1ccccc1,285.0
CCCCCCCCCC(=O)OC(=O)CCCCCCCCC,24.7
COc1ccc([N+](=O)[O-])cn1,108.5
Brc1ccccc1-c1nnn[nH]1,182.0
O=C(C=Cc1cccs1)c1cccs1,99.0
O=C(COc1ccc(Cl)cc1)n1c(=O)sc2ccccc21,143.0
CCOC(=O)c1oc2ccccc2c1N,79.0
Cc1ccc(Cl)nn1,57.0
CC(=O)Nc1ccc(/N=N/c2cc(C)ccc2O)cc1,195.0
CCF,-143.2
C=COC,-122.0
O=C(O)/C=C/c1ccc(-c2ccccc2)cc1,226.0
OC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,92.0
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,112.0
CC(=O)C1=C(C)NC(=O)NC1c1ccccc1,238.0
CCCCCCCCCCCCCCBr,5.0
COC(=O)c1c(O)ccc2ccccc12,80.0
CC1CC1C,-149.6
NNc1c(Cl)cc(C(F)(F)F)cc1Cl,59.0
Cc1sc(-c2ccncc2)nc1-c1ccccc1,84.0
CC(C)(C)NC(=O)C(C(F)(F)F)C(F)(F)F,201.0
O=Cc1ccc2c(c1)OCCO2,50.0
CCOc1ccc(-c2nnc3n2NC(c2ccccc2O)S3)cc1,177.0
O=[N+]([O-])c1cccc(-c2nnc3n2CN(c2cccc([N+](=O)[O-])c2)CS3)c1,240.0
O=Cc1ccc(N2CCCCC2)c([N+](=O)[O-])c1,52.0
CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,196.0
Cc1cc(I)ccc1N,86.0
Cc1ccc(C)c(C(=O)O)c1,134.0
c1ccc([SiH](c2ccccc2)c2ccccc2)cc1,43.0
CC(=O)c1ccc(Cl)cc1Cl,33.0
Cc1cccc(C)c1NC(=O)c1ccc[nH]c1=O,266.5
N#Cc1cccc(C(F)(F)F)c1Cl,40.0
CC=NNc1ccccc1,99.5
CNc1ccc(N)cc1,36.0
O=Cc1cc(Br)cc(Br)c1O,83.0
NC(=O)c1cc(F)ccc1F,112.0
CCOc1ccccc1OCCBr,42.0
N#CCCCCCCCCCCC#N,18.0
C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,164.5
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,3.0
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](C)O[C@H](C#N)[C@@H]1OC(C)=O,129.5
CCCCC(O)C(C)C,-85.0
OC1C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,225.0
OB(O)c1ccc(OCc2ccccc2)cc1,196.0
O=[N+]([O-])c1cc(F)ccc1Cl,38.0
N#CCc1ccc(Cl)c(Cl)c1,40.0
O=C(O)CBr,47.0
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,41.0
Cc1cccc(NC(=O)C(C(F)(F)F)C(F)(F)F)c1,175.0
C[N+](C)(C)C[C@H](O)CC(=O)[O-],196.5
CC(=O)Nc1ccc([N+](=O)[O-])c(F)c1,176.0
CCCCCCCOC(C)=O,-50.2
CC(C)CC(N)=O,136.0
ON=Cc1cccc2c(Br)cccc12,134.0
CC1CN1,-65.0
Clc1cccc(C(Cl)(Cl)Cl)c1,0.6
CCOC(=O)c1nn(-c2ccccc2)c(=N)c(-c2nc3ccccc3s2)c1C,148.0
O=C(/C=C/c1ccc(O)c(O)c1)c1ccccc1,212.5
O=C(O)CCCCCCCBr,39.0
CC(=O)C=Cc1ccc2c(c1)OCO2,111.0
CCc1ccccc1C,-17.0
[O-][P+](c1ccccc1)(c1ccccc1)C1C=C(c2ccccc2)C=C(c2ccccc2)S1,174.0
CCCCCCCCC(N)=O,99.5
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,-73.0
C=C(C)C(=C)C,-76.0
Cc1ccc(-c2ccccc2)cc1C,29.5
O=C(O)c1cc(Br)cc(Br)c1,220.0
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,-115.0
COC(=O)C(Cl)C(Cl)c1cccc(C(Cl)C(Cl)C(=O)OC)c1,131.0
CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,267.5
CN1C2CC3CC1C(O3)C2O,108.5
CCCCCCCCCCCCCCCCCC(=O)OCCO,60.5
O=[N+]([O-])c1ccccc1Cl,33.0
NS(=O)(=O)c1cccc([N+](=O)[O-])c1,167.0
CC12CCC(C(=O)C1)C2(C)C,186.5
NS(=O)(=O)c1cc(F)ccc1F,141.0
CCCCCCCCCCCCCCCC(CCCC)c1ccccc1,30.2
O=C(O)CCBr,60.0
O=[N+]([O-])c1ccc(OC(F)(F)F)cc1,15.0
CCCCCCCCCCCCCCCC(=O)OCCCC,16.9
O=C(Oc1ccccc1)Oc1ccccc1,79.0
CCOC(=O)c1ccc[nH]1,38.0
C=CC1OCC2(CO1)COC(C=C)OC2,44.5
CON=C(C)c1cccc(Oc2nc(OC)cc(OC)n2)c1C(=O)OC,107.0
COC(=O)[C@H](C)O,-44.0
CC(=O)Oc1ccccc1-c1ccccc1,65.0
O=C(OCc1ccccc1)c1sc(Cl)nc1C(F)(F)F,52.0
CCCOC(=O)C(=O)OCCC,-44.3
Cc1cc(Br)cc([N+](=O)[O-])c1N,145.0
C=CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccccc12,265.0
Cc1ccc(C(c2ccc(C)o2)c2ccccc2[N+](=O)[O-])o1,80.0
C#CC(=O)O,18.0
Cc1ccc(C(C)C)c(OC(=O)NCCC(C)C)c1,57.0
O=C1CC(=O)N(c2ccccc2)N1,191.0
O=C(O)C1CCC1,-2.0
COc1ccc(CO)cc1,24.0
O=C(O)c1ccc(Cl)cc1O,210.0
COC(=O)C(NC(=O)COC(=O)CC1=CC(NC2=C(Cl)C=CC=CC2Cl)C=CC=C1)C(C)C,517.0
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,27.0
CC=CC=CCCCCCCCO,32.0
c1ccc2c(c1)oc1ccccc12,81.0
OCC(O)CN1CCN(c2ccccc2)CC1,105.0
Cc1ccc(NC(=O)Nc2ccc(C)cc2)cc1,266.0
CC(=O)Oc1cccc2cccnc12,55.0
N#Cc1ccc(Cl)c(C(F)(F)F)c1,66.0
COc1ccc(N2C(=O)C3ON=C(C(=O)c4ccc(C)cc4)C3C2=O)cc1,126.0
O=C(O)c1cc(I)ccc1O,197.0
O=C(O)C(Cc1ccc([N+](=O)[O-])cc1)c1ccccc1,152.0
CCOC(=O)c1ccc(N(C)C)cc1,64.0
CC(NC(=O)COCCN1C(=O)c2ccccc2C1=O)[P+]([O-])(Oc1ccccc1)Oc1ccccc1,107.0
CC(C)(C)OC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(=O)O,111.0
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,214.5
O=S(=O)(Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,36.0
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,191.5
Oc1c(F)cc(F)cc1F,50.0
CC(=O)N1CCNCC1,32.0
COC1CC2C3(C)CCCC2(COC3O)C2C(OC(C)=O)CC3C(C)C(=O)C12C3O,200.0
CCC[C@H]1CCC[C@@H]1C,-123.0
COc1cc([N+](=O)[O-])ccc1N,140.0
CON=C(C(=O)OC)c1ccccc1COc1ccccc1C,99.0
N#CC(=O)c1ccccc1,32.5
O=C(c1ccc(C(=O)C(Cl)(Cl)Cl)cc1)C(Cl)Cl,136.0
CC(C)C(C)CCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C,146.0
